response_efficiency,voltage_ratio,peak_voltage_ratio,rms_voltage_ratio,waveform_correlation,vo_variability,vl_variability,response_delay,response_delay_normalized,residual_energy_ratio,vo_complexity,capacitor_id,cycle,efficiency_degradation_rate,voltage_ratio_deviation,correlation_shift,peak_voltage_ratio_deviation
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,91,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,92,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,93,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,94,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,95,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,96,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,97,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,98,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,99,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,100,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,101,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,102,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,103,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,104,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,105,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,106,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,107,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,108,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,109,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,110,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,111,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,112,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,113,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,114,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,115,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,116,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,117,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,118,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,119,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,120,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,121,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,122,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,123,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,124,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,125,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,126,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,127,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,128,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,129,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,130,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,131,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,132,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,133,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,134,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,135,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,136,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,137,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,138,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,139,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,140,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,141,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,142,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,143,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,144,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,145,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,146,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,147,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,148,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,149,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,150,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,151,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,152,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,153,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,154,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,155,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,156,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,157,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,158,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,159,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,160,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,161,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,162,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,163,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,164,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,165,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,166,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,167,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,168,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,169,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,170,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,171,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,172,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,173,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,174,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,175,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,176,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,177,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,178,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,179,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,180,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,181,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,182,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,183,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,184,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,185,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,186,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,187,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,188,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,189,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,190,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,191,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,192,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,193,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,194,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,195,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,196,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,197,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,198,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,199,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,200,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,201,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,202,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,203,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,204,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,205,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,206,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,207,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,208,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,209,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,210,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,211,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,212,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,213,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,214,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,215,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,216,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,217,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,218,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,219,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,220,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,221,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,222,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,223,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,224,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,225,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,226,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,227,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,228,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,229,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,230,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,231,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,232,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,233,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,234,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,235,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,236,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,237,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,238,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,239,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,240,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,241,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,242,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,243,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,244,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,245,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,246,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,247,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,248,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,249,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,250,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,251,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,252,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,253,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,254,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,255,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,256,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,257,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,258,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,259,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,260,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,261,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,262,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,263,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,264,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,265,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,266,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,267,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,268,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,269,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,270,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,271,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,272,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,273,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,274,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,275,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,276,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,277,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,278,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,279,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,280,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,281,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,282,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,283,0.0,,,0.0
0,,0,0,,0,0,-77240,-0.999987053507852,0.0,,ES14C1,284,0.0,,,0.0
