capacitor_id,cycle,cycle_normalized,cycle_number,response_efficiency,signal_attenuation,vl_cv,vl_max,vl_mean,vl_median,vl_min,vl_q25,vl_q75,vl_range,vl_std,vl_trend,vo_cv,vo_max,vo_mean,vo_median,vo_min,vo_q25,vo_q75,vo_range,vo_std,vo_trend,voltage_ratio,voltage_ratio_std
ES12C1,11,0.055,11.0,1.4800598240529474,-0.23363676580003512,0.08435469114268371,1.8763273587144231,1.4960731506372804,1.4909839351723817,1.149196876807856,1.3893549003920629,1.6010820561843935,0.7271304819065671,0.1262007885488695,-4.3164136356958424e-08,0.03164262972967106,5.4278943729398526,4.9201325539911105,4.918540127994624,4.351697759825684,4.806627468929451,5.0328660540358445,1.0761966131141687,0.1556859326268415,1.2006004581658717e-06,3.2886978500317903,0.20896544986078577
ES12C1,12,0.06,12.0,1.487167431723547,-0.22849823762290544,0.08629614108550208,1.8315619224932713,1.4601898750031153,1.4552930521924479,1.1135059938279221,1.3530585504026043,1.5647857061949348,0.7180559286653492,0.1260087514648905,-5.2047518670631436e-08,0.02976771074834674,5.701325137416721,5.200316893978088,5.198402449030558,4.6334557461496075,5.087316385618963,5.312814290498719,1.0678693912671138,0.15480152909968067,1.2661145524729327e-06,3.561397721626438,0.2357469491186536
ES12C1,13,0.065,13.0,1.4842948675925232,-0.22370866527501865,0.08826512016681004,1.794660105494288,1.4257077263206888,1.4208112402561501,1.0808387199447853,1.3191822054758313,1.530303894258637,0.7138213855495026,0.1258402637864451,-5.276271343451858e-08,0.028140497357921564,5.966892282671422,5.472249451647245,5.470286683182351,4.9073708637225115,5.359271349816825,5.584317646963159,1.0595214189489104,0.15399182123596702,1.3336224127172917e-06,3.8382687774088384,0.26424574007523494
ES12C1,14,0.07,14.0,1.4806170929663434,-0.21908758133802486,0.09028493813618854,1.760783760567515,1.392441287828046,1.387540362338902,1.0463569080084874,1.2859113275585834,1.4964275493318642,0.7144268525590276,0.12571647552982984,-5.602318717475587e-08,0.02671834165503421,6.226408483781702,5.736111771709621,5.733992411299859,5.16861587420866,5.623533848777661,5.847719608418192,1.0577926095730419,0.15325939408800124,1.3927658365436376e-06,4.11946401033318,0.2947303312813879
ES12C1,15,0.075,15.0,1.4798023842931762,-0.21495059292187668,0.0923239805269186,1.7238838065439452,1.3602783284475009,1.3548730884557652,1.0118769590476036,1.2538495206849714,1.464971209467777,0.7120068474963417,0.12558630990677647,-5.830822904454745e-08,0.025462447487165273,6.478061065669812,5.992399660756078,5.99048500331334,5.424431635111658,5.8803868823013286,6.10360673342215,1.0536294305581544,0.15258116168410862,1.4486258328743446e-06,4.405274667277294,0.3270169856394584
ES12C1,16,0.08,16.0,1.485288938090845,-0.21031494532773576,0.09439179562662438,1.6881929235640116,1.3293442283799992,1.324022215601203,0.9816296902271524,1.2229986478304091,1.43351486960369,0.7065632333368592,0.12547918872267758,-6.398482495347155e-08,0.02433271885620425,6.723060962354805,6.241363258094489,6.239112113129241,5.6736104078178675,6.129619459126754,6.352366940919565,1.0494505545369375,0.15186933743865616,1.4965098333714925e-06,4.695069286681678,0.36120362239496584
ES12C1,17,0.085,17.0,1.3161463253302843,-0.20765106388240562,0.09651339565817685,1.6639947359125677,1.29938215525107,1.2937749467807516,0.9780006141208306,1.192751379009958,1.4038730677927638,0.6859941217917371,0.1254077840609211,-7.638057908217032e-08,0.023359585594465136,6.962615381904901,6.483370316132275,6.481086537742023,6.059746739310531,6.37167403620311,6.594210130826245,0.9028686425943704,0.15144884384030635,1.5347206702687995e-06,4.989579308852014,0.3972749821320236
ES12C1,18,0.09,18.0,1.3031790478970524,-0.20407425845138705,0.09870039090155616,1.6434274873428598,1.2703324030522565,1.2653440789888752,0.9519878884162261,1.1637150442085566,1.3748367329913624,0.6914395989266338,0.1253823047561709,-9.194183406658506e-08,0.02246965669804986,7.195515253276464,6.718821192996462,6.716406414176272,6.294445655068934,6.606974963208926,6.8295300072604945,0.9010695982075303,0.1509696056222123,1.565656887652811e-06,5.289026066605085,0.4356708812020989
ES12C1,19,0.095,19.0,1.3474119233056574,-0.20102356468737326,0.10087352181041546,1.619834766700941,1.242302590227314,1.2375168152311098,0.9519878884162261,1.1352823134412664,1.346404002224072,0.6678468782847149,0.12531543743043058,-1.0839253348339646e-07,0.021662035818027843,7.424786048541706,6.947952382563999,6.945677209441514,6.524921201798419,6.836244629384179,7.058273438055827,0.899864846743287,0.15050679337305323,1.5924644853565477e-06,5.592801976926312,0.4757804608547591
ES12C1,20,0.1,20.0,1.5221004265445621,-0.1989690052954185,0.10310161969604416,1.5895874978804896,1.2149687205352817,1.2096895514733446,1.0003824007436997,1.1086659837025508,1.3191822054758313,0.5892050971367899,0.12526524296721797,-1.1342612122148803e-07,0.02094451539298387,7.646796828618891,7.17081015915057,7.168684902114534,6.749967498944753,7.059404406559848,7.281484892120537,0.8968293296741381,0.15018914375849424,1.6267740346091605e-06,5.902053310468198,0.5182275056801265
ES12C1,21,0.105,21.0,1.4269409170886538,-0.1949457965194934,0.10548195276442882,1.5762802644988387,1.1885560143572025,1.1830732217346287,0.9029879090792275,1.0820477909884212,1.2931713427466407,0.6732923554196112,0.1253712093643042,-1.271685083658244e-07,0.020278433180326093,7.8615494564834325,7.387740379260976,7.385464226480037,6.900801045372193,7.276680888945968,7.497982352554734,0.9607484111112399,0.14981179963444066,1.6491721795388248e-06,6.215727563548135,0.5638278882162865
ES12C1,22,0.11,22.0,1.4598896299299535,-0.19274357803800046,0.10783383948705232,1.5381693764562194,1.1628177132383692,1.1576659630395492,0.8842351985626803,1.0560369282592306,1.2671586170420361,0.6539341778935391,0.12539109864204753,-1.360037972490304e-07,0.019682077076707213,8.073882079285287,7.598762420528674,7.596451054589567,7.11921035432174,7.4872473291444965,7.709105904312955,0.9546717249635472,0.14955942764843164,1.6751593421559491e-06,6.534783856505445,0.6115124126425717
ES12C1,23,0.115,23.0,1.461680673431179,-0.19163128803441154,0.11029864913527941,1.5006620924477108,1.137759240038079,1.1328623083785805,0.8545933967517539,1.0312332735982617,1.2423568253564814,0.6460686956959568,0.12549330721738222,-1.3994716846503276e-07,0.019161340439197774,8.2765346818364,7.804347080710191,7.802190256452357,7.332188555628731,7.693376802893203,7.914411470372115,0.9443461262076696,0.1495417513191473,1.7039070639655394e-06,6.859401186185043,0.6620120001954698
ES12C1,24,0.12,24.0,1.4263068598867175,-0.1883251000869568,0.1127957149820504,1.4976384833509142,1.1136640108353575,1.1086659837025508,0.8364461532447316,1.0064314819127071,1.2181586377050375,0.6611923301061826,0.12561652835195208,-1.491403300254545e-07,0.01864775141760231,8.476163675290715,8.004894010197116,8.002498450350005,7.533100519155784,7.894214867391154,8.115016576424704,0.9430631561349312,0.14927327362640952,1.7229834646061268e-06,7.187889643836707,0.7151549839505125
ES12C1,25,0.125,25.0,1.3772465603935182,-0.18696687808055845,0.11525379781406761,1.465576676477302,1.089961028093587,1.085073263060632,0.7795825546855649,0.9834442282803133,1.1945659170631187,0.685994121791737,0.12562214795711155,-1.4871174996903407e-07,0.01818413990848073,8.67095265861966,8.199965988431765,8.197377195309675,7.726169613931818,8.089379350418838,8.309805559753649,0.944783044687842,0.1491093287784267,1.750016705205633e-06,7.523173560410726,0.770632850341588
ES12C1,26,0.13,26.0,1.4532916642942584,-0.18539722937547443,0.11780634756044218,1.431700331550529,1.0671101558527067,1.0626914764377628,0.7928897880672157,0.9604569746479192,1.1715786634307248,0.6388105434833133,0.1257123499056616,-1.5496431140794242e-07,0.017760898916302628,8.856063484673275,8.390288801186053,8.387843736867461,7.9276854467656905,8.27956015390861,8.5002538848376,0.9283780379075841,0.14901907127645145,1.7682208762183896e-06,7.862626698067116,0.8290054446302577
ES12C1,27,0.135,27.0,1.470274159187634,-0.18193015835793913,0.12041236244228415,1.3978239866237563,1.0448335909699287,1.04030782683948,0.766878925338025,0.9380751880250503,1.149196876807856,0.6309450612857312,0.12581088104774432,-1.6152672431846395e-07,0.017339724053958665,9.041777914761001,8.575665569831493,8.573558166955188,8.114115695285532,8.465274583996337,8.68547082602036,0.9276622194754687,0.1486996745599123,1.7820281586576518e-06,8.207685552941138,0.8908490756833456
ES12C1,28,0.14,28.0,1.3808845145851127,-0.18037122552822082,0.12304903418240329,1.4020585297396029,1.0230527767696056,1.0185296442507221,0.7408661996334204,0.9162970054362923,1.127418694219098,0.6611923301061825,0.1258856560991258,-1.6043662570571327e-07,0.01697005886278263,9.21297604042344,8.756116131808412,8.753656026572727,8.299945790617365,8.646150866934105,8.865275229245073,0.9130302498060754,0.14859180616614928,1.8034853385014365e-06,8.558811755007156,0.9556055095188224
ES12C1,29,0.145,29.0,1.3490537054547767,-0.17939135056122102,0.12578340563620338,1.3911694384452238,1.002022317756833,0.9973587916469029,0.7202989510637123,0.8951242898570593,1.1068514456493899,0.6708704873815114,0.1260377796509364,-1.7513891790110764e-07,0.016641635652550477,9.385383237129515,8.932287082097838,8.929865255695828,8.480342920247235,8.822187139746502,9.041777914761001,0.90504031688228,0.14864786716425546,1.8087905644731844e-06,8.914259616586197,1.0235763237734952
ES12C1,30,0.15,30.0,1.3560454752912336,-0.17840029704904148,0.12851860601388135,1.3591076315716117,0.981314587225587,0.9767896801017809,0.6967062304217935,0.8745570412873511,1.0862823341042678,0.6624014011498183,0.1261171828113198,-1.7649280720241565e-07,0.016324401095812423,9.554764961763379,9.103949652766802,9.101666985392377,8.656518538907594,8.993383402433526,9.213581507432965,0.8982464228557845,0.14861652568784753,1.8228882353033413e-06,9.277299829513248,1.0951435066162227
ES12C1,31,0.155,31.0,1.34020093980497,-0.17651822325575472,0.13136190681223742,1.3421694591082252,0.9613271159708223,0.9562224315320726,0.6725080427703497,0.8545933967517539,1.0669260195536094,0.6696614163378755,0.1262817630242361,-1.7977593788428576e-07,0.01602463064524555,9.722332148344083,9.271526985675614,9.269234171973082,8.824851288816935,9.16095058901423,9.381130120079987,0.897480859527148,0.14857279546287852,1.8342518555622716e-06,9.644507922064083,1.1706807488336253
ES12C1,32,0.16,32.0,1.3267545373551668,-0.17559891272262362,0.13416371640027505,1.334305839886057,0.9418433687993982,0.9368642540060006,0.6598044134228099,0.8352352192256818,1.0469623750180124,0.6745014264632471,0.12636120662508213,-1.8837284158536358e-07,0.015744697352768625,9.886270258818465,9.434928712214562,9.432566815437939,8.99137243080582,9.324416572842992,9.54463563165359,0.8948978280126454,0.14855009711876532,1.8384987460619102e-06,10.017513553492028,1.2491400752894226
ES12C1,33,0.165,33.0,1.316678096494126,-0.175155266260826,0.13702386600312738,1.3131331243068238,0.9227158873830973,0.9181115434894531,0.636817159790416,0.8164825087091344,1.0282096645014651,0.6763159645164079,0.1264340981117383,-1.8948536913672726e-07,0.01548640207311825,10.045368359167474,9.594203710418716,9.591696560278516,9.154877942379422,9.483698715387677,9.70418490483706,0.8904904167880527,0.14857969623094722,1.8483357142892701e-06,10.397787489742607,1.3317334424072396
ES12C1,34,0.17,34.0,1.2480685065670705,-0.1732090003114095,0.13999193770291163,1.290751337683955,0.9042626305425574,0.8999642999824308,0.5793480942217242,0.7977297981925873,1.0100624209944427,0.7114032434622308,0.12658947784198468,-2.023518901945689e-07,0.015232707860124733,10.199626449391113,9.749803916197607,9.747357345041692,9.311746465756237,9.639359500150855,9.85957855896145,0.8878799836348765,0.1485159147489382,1.845863938836236e-06,10.782048916859171,1.4196410903148482
ES12C1,35,0.175,35.0,1.2840703245769445,-0.1724711317686014,0.1429305618564823,1.2623186069166645,0.8860912786271901,0.8818151934999945,0.5672499318837093,0.7801861587196759,0.9919133145120064,0.6950686750329552,0.1266495243103131,-2.0434280513532487e-07,0.014997181844134223,10.35570094064333,9.901387650650321,9.898973888166005,9.463183881490496,9.790798773944518,10.011017832755115,0.8925170591528335,0.1484929111060678,1.851643437443016e-06,11.174229889713411,1.51082762081763
ES12C1,36,0.18,36.0,1.302095519126786,-0.1710772735850974,0.14603902803351468,1.2598986018539788,0.86854100425139,0.8642715540270831,0.5551517695456943,0.7620389152126535,0.974369675039095,0.7047468323082845,0.12684088406812574,-2.126506862893111e-07,0.014780943479460778,10.505120883717009,10.049458405685142,10.047218404154334,9.587473191249595,9.939220559263497,10.159097419261222,0.9176476924674137,0.1485404766936241,1.850440880749975e-06,11.57050542978905,1.6075001907961608
ES12C1,37,0.185,37.0,1.2783303386481886,-0.16995999538955497,0.1490888906015522,1.227233190946256,0.8513370770775008,0.8473333815636968,0.515226343449914,0.745100742749267,0.9574315025757085,0.7120068474963419,0.12692490034945272,-2.2149997999815678e-07,0.01456727373606974,10.647280811602633,10.193881059568119,10.191287091801907,9.737100857122805,10.083418975553553,10.303638034364152,0.9101799544798279,0.14849705582766543,1.8466895595996152e-06,11.973965816879518,1.7086451339833024
ES12C1,38,0.19,38.0,1.2859160529462408,-0.16947431592042594,0.15225752739078088,1.2115040895265055,0.8345250346332781,0.8303952091003103,0.5043372521555352,0.7281625702858805,0.9404933301123222,0.7071668373709703,0.1270627183189687,-2.2169437523311266e-07,0.01437830465464018,10.792466211560468,10.334777927876946,10.332597748259763,9.883109023273914,10.224430104052082,10.444626346076108,0.9093571882865543,0.1485965855850657,1.8508575665698278e-06,12.384023844675239,1.8148836019786507
ES12C1,39,0.195,39.0,1.1989278257781488,-0.1675540709344343,0.1554649875530594,1.215133165632827,0.8183061353234059,0.8146679706559736,0.461386353987544,0.71243346886613,0.9241606246584606,0.753746811645283,0.12721795314264545,-2.3474549486643185e-07,0.01418327707212323,10.930391596330244,10.472462628512012,10.470033604771185,10.026703570257153,10.362161331462195,10.582380390272794,0.9036880260730911,0.1485338390876418,1.8407346716488381e-06,12.797732017948455,1.9265180791626075
ES12C1,40,0.2,40.0,1.2263433415765792,-0.1667913143754809,0.15869556754154004,1.1879113688845866,0.8022615406539935,0.798938869236223,0.4517081967122149,0.6961007634122685,0.908433386214124,0.7362031721723716,0.12731535051083578,-2.3803655680560545e-07,0.014005482142751815,11.065896976037337,10.606592736230196,10.604101104724206,10.163059117796193,10.496103259833365,10.716244435475229,0.9028378582411438,0.14855044516271312,1.8384399977897979e-06,13.220866511417007,2.0441038787524444
ES12C1,41,0.205,41.0,1.2420290574440251,-0.16663718487872203,0.16193581685639052,1.1776277445997323,0.7867871299223107,0.7832116307918865,0.440213638408311,0.680371661992518,0.8927042847943735,0.7374141061914212,0.12740901657606443,-2.421928026550363e-07,0.013842785155998358,11.209873304951536,10.73773050375325,10.73502554462069,10.293983557692677,10.627317167067037,10.847248616599853,0.9158897472588592,0.14864009642646625,1.8349738350147717e-06,13.64756755084888,2.165666938801635
ES12C1,42,0.21,42.0,1.2261190609247319,-0.1653419883257221,0.16533070656068333,1.1685550543339283,0.7716980219659052,0.7686934633911858,0.42327546594492454,0.6658534945918173,0.8781861173936728,0.7452795883890038,0.12758537922310484,-2.5273348599512284e-07,0.013683430833870521,11.333884126354723,10.865739836029718,10.863244373486225,10.420082617312827,10.754958927551959,10.975759437328467,0.913801509041896,0.14868059950514426,1.8231325978018591e-06,14.080300229809042,2.294644319367624
ES12C1,43,0.215,43.0,1.2437207579412988,-0.16392419617707077,0.16878294377842468,1.1455659377261203,0.756778857185364,0.7535698289809603,0.4105718365973847,0.6507298601815917,0.8630624829834472,0.7349941011287355,0.12773136330501778,-2.5299254559754777e-07,0.013527140718467825,11.456687739689688,10.990469268825168,10.987860661898937,10.542560319151473,10.88018254594961,11.100046889028164,0.9141274205382146,0.14866962436139422,1.8203526503296688e-06,14.522695982418524,2.4312326330829355
ES12C1,44,0.22,44.0,1.2396489308119538,-0.16178130777354216,0.17229412112710243,1.1328623083785805,0.7424484187277152,0.7390516615802595,0.39665913620620896,0.636817159790416,0.8485443155827466,0.7362031721723715,0.12791949778689862,-2.6069729865521084e-07,0.013373742122341742,11.577069484986556,11.11240818531466,11.110058808224379,10.664436009742706,11.00230553205621,11.221922579619395,0.9126334752438492,0.14861448142859782,1.8078912211611178e-06,14.967246080687007,2.572244121842812
ES12C1,45,0.225,45.0,1.2549311553520324,-0.16080067532017384,0.17579013112314915,1.1122950598088723,0.7282520794468553,0.7251370982136699,0.38577004491183,0.6222989923897153,0.8346297522161569,0.7265250148970424,0.12801952853666873,-2.646570319185143e-07,0.013231460596769162,11.69503308819615,11.23119810490321,11.228559567816184,10.783294211859252,11.121165592232163,11.34078078173594,0.9117388763368979,0.14860515517953532,1.8004205239503949e-06,15.422129811745789,2.7212710004875476
ES12C1,46,0.23,46.0,1.2231074816541965,-0.1607697579675067,0.17942169187675347,1.1122950598088723,0.7144482923524763,0.7112243978224941,0.3621773242699111,0.6083862919985396,0.8207170518249811,0.7501177355389612,0.1281875213723387,-2.6904342541479385e-07,0.013112987017652936,11.811180290377168,11.34723903543198,11.344773217649102,10.89370567591796,11.23700630587402,11.457225364684618,0.9174746144592074,0.14879619815782416,1.7903295351186027e-06,15.882519640530916,2.877341051434178
ES12C1,47,0.235,47.0,1.2532407927230187,-0.15986420332669082,0.18302671378051133,1.083258725007471,0.7009536470862325,0.6979153014654293,0.35431370504774284,0.5950771956414748,0.8074079554679163,0.7289450199597282,0.12829324253865743,-2.744551235068377e-07,0.012983885785783798,11.921280274364593,11.460570587598946,11.457896810733324,11.007736639698766,11.350218694783997,11.570654317218013,0.9135436346658263,0.14880273954929782,1.778585856491338e-06,16.349969267210398,3.0409415815398066
ES12C1,48,0.24,48.0,1.0757013824466686,-0.13049421907262015,0.1891561597501177,1.061480542418713,0.6837453876234517,0.680371661992518,0.28353554312198637,0.5775335561685634,0.7898661789704189,0.7779449992967267,0.1293346517697078,-3.84130754394136e-07,0.012639795893142142,11.94955350732588,11.567597877965262,11.565223209575457,11.11271699611492,11.459638983852487,11.676883981713713,0.8368365112109615,0.1462120761514251,1.6744096253011129e-06,16.917990362131267,3.3093968605696458
ES12C1,49,0.245,49.0,0.9348230291277505,0.01311066184634746,0.21599947278745366,1.071160562669456,0.6407658010941892,0.6386316978435768,0.17404288911949942,0.5333735869569365,0.7481243518460639,0.8971176735499566,0.13840507521657527,-1.3952555906009572e-06,0.011727716745428187,12.05755135221672,11.646810376012834,11.643659329323269,11.218905091144709,11.540169530962984,11.753466924075159,0.8386462610720109,0.13659049307759247,6.990110812481999e-07,18.176391992401,4.468961646332747
ES12C1,50,0.25,50.0,0.8977992659945573,0.10774863446186667,0.2678838474910816,1.04030782683948,0.5777484904668662,0.5769280891590385,-0.01893155615628388,0.4686463691756014,0.690657149252786,1.059239382995764,0.15476948850842856,-3.118029537366084e-06,0.011806407919923113,12.109437661117976,11.696469273457318,11.695592096715101,11.158453320551851,11.586749505237297,11.800293062058204,0.9509843405661247,0.13809328746528382,-1.2158752180127548e-06,20.244915333323764,13.793390574193777
ES12C1,51,0.255,51.0,0.9618118427073883,0.11332038592783478,0.3257698822818829,1.0324442076173117,0.5083817322983992,0.5067572572182208,-0.2560659706436941,0.38697911595546586,0.6247189974524011,1.2885101782610058,0.16561545708510922,-4.123154104820124e-06,0.01252272759352327,12.198732280032091,11.726506743511637,11.72588396105071,10.959427931131648,11.61699677405775,11.831297316456748,1.2393043489004434,0.14684784957260988,-2.85894450000561e-06,23.066341684812265,12.851156845726358
ES12C1,52,0.26,52.0,0.9582684387220022,0.05168578716402261,0.3668990302798975,0.9707405989327734,0.42843199455470904,0.42751000906077113,-0.3099040971306502,0.3113628068797518,0.5394226681259439,1.2806446960634237,0.15719128334300508,-3.578906422376278e-06,0.01270672159532567,12.200543887952547,11.731328731002893,11.730723971176083,10.973342494498237,11.622540626119271,11.838403950100824,1.22720139345431,0.14906672812809896,-3.224610500994893e-06,27.382009000508596,120.8685145680206
ES12C1,53,0.265,53.0,0.99432243408358,-0.013156024787502663,0.4081778481362892,0.8576188688239647,0.3606910450359104,0.35975731920722537,-0.3504349902359555,0.24860102816010532,0.46743543515655156,1.2080538590599201,0.14722609460478728,-2.828397152846673e-06,0.012715935719820116,12.198130268784677,11.730399401302193,11.730118504166558,10.996935215140155,11.621834921207705,11.837798483091298,1.201195053644522,0.14916300475477506,-3.2266517378676664e-06,32.52201451282029,143.08394528623484
ES12C1,54,0.27,54.0,1.0253406546570307,-0.05923505646110505,0.45815080657807344,0.7874461739077331,0.30764740871860874,0.30712826376390523,-0.34982952322643057,0.19824107677094316,0.41238637465054556,1.1372756971341635,0.14094890844608482,-2.258105150729621e-06,0.012728211362195733,12.202955649061009,11.729694043222151,11.729514900132447,11.036860641235934,11.620855986487063,11.836728424099304,1.1660950078250742,0.1492980249960198,-3.2328590313648854e-06,38.127069205873845,947.2179567900625
ES12C1,55,0.275,55.0,1.0639023505936347,-0.09042923949183934,0.5150698398190131,0.7063843876971226,0.2657337093496167,0.2647828326054391,-0.3697931677620277,0.15710471665611295,0.37004094349207944,1.0761775554591504,0.13687141910921927,-1.8081338842300332e-06,0.012724611831544554,12.19330303044894,11.729127726902023,11.729332590455877,11.048355199539838,11.62062585016407,11.836124554792486,1.1449478309091017,0.14924859744743477,-3.2255617194705054e-06,44.13865201975717,969.9112708435226
ES12C1,56,0.28,56.0,1.0919992887381322,-0.1114757339372483,0.5787615726208427,0.6519407942006415,0.2322725919488301,0.23151195468819113,-0.37826225399372093,0.12443744277297597,0.33677006557483147,1.0302030481943625,0.1344304505930242,-1.4680113357854694e-06,0.012739541045957283,12.194508911003172,11.72853740942353,11.728303966113396,11.069527915119073,11.619524995703987,11.836124554792486,1.1249809958840995,0.14941618373639656,-3.2310417593898148e-06,50.49471102474002,1490.4134116905304
ES12C1,57,0.285,57.0,1.1099281776448584,-0.12502731705659764,0.6460425342007209,0.6047553529168039,0.20558560178216548,0.2048937619740616,-0.38431133516272836,0.09782111303426039,0.3107573398702269,0.9890666880795322,0.13281704317053042,-1.201777558103935e-06,0.012740493903629137,12.182442673223234,11.728179681870023,11.728126709901646,11.084649686553883,11.619414916145022,11.836124554792486,1.0977929866693508,0.14942280173753214,-3.233907524968285e-06,57.04767055767346,2172.9054758795924
ES12C1,58,0.29,58.0,1.1198396165030489,-0.13403951082073862,0.7160001597027669,0.5654353938305485,0.18398967106016434,0.18311744236071756,-0.39762043151979315,0.07725386446455225,0.2895846242909938,0.9630558253503416,0.1317366338627372,-9.820680540788592e-07,0.012738479845573428,12.169168696829658,11.727816005830812,11.727700362079286,11.090700630698304,11.61892112639717,11.835520685485667,1.0784680661313537,0.14939454782286926,-3.2270513615542116e-06,63.74170864187172,2420.903705311225
