capacitor_id,cycle,response_efficiency,signal_attenuation,vl_cv,vl_max,vl_mean,vl_median,vl_min,vl_q25,vl_q75,vl_range,vl_std,vl_trend,vo_cv,vo_max,vo_mean,vo_median,vo_min,vo_q25,vo_q75,vo_range,vo_std,vo_trend,voltage_ratio,voltage_ratio_std,is_abnormal,rul
ES12C1,11,1.5779723281112694,-0.9366508798341866,0.4127506275494534,1.5196023399591394,1.4881203183528036,1.4856101707854037,1.544821395060159,1.4892537688156136,1.4847120093507835,-0.40202269171803695,-1.0901237624080407,-0.17012585320629095,-0.062464468942612206,-0.07192581183255699,-0.09012006743313423,-0.09053009901693994,-0.10160242579732971,-0.09010584510653338,-0.09064575388442048,0.6466988635875952,0.4228943130922627,0.7949193862918666,-0.49291794527915644,-0.5651201889451432,0,189
ES12C1,12,1.607724891467856,-0.9031594423814131,0.4130149206047537,1.4728632884480397,1.4519173418296412,1.44953779537392,1.5106474144860866,1.4526663022315474,1.4480263672821223,-0.4251186781433928,-1.1129450128696359,-0.18755571244636518,-0.0625830061645185,-0.0188132997137731,-0.035710684904007785,-0.03616679640863405,-0.046283431932858304,-0.03561229325554281,-0.03626285653186744,0.6101172134691323,0.3791487793006047,0.8459135521457055,-0.48904360029203686,-0.5650974861008288,0,188
ES12C1,13,1.595700290467765,-0.8719423978921512,0.4132829612509452,1.4343345468303337,1.4171279755536845,1.4146874145152102,1.4793685362437679,1.4185182504754177,1.413174724873415,-0.4358961729380622,-1.1329677055174514,-0.18895897796209155,-0.06268588279901366,0.03277174503302733,0.01709627266197383,0.016646761489799874,0.007495731192552081,0.017185630215883686,0.016479533818704994,0.5734444061208887,0.3390979409382087,0.8984596043830111,-0.48510999379352154,-0.5650733274976077,0,187
ES12C1,14,1.5803050650068429,-0.8418235120351715,0.41355792268595526,1.3989646640770843,1.3835651507983078,1.3810609110976462,1.4463522398430213,1.3849805219056472,1.3789350433368688,-0.43435517610204455,-1.1476784204996187,-0.19535627083339172,-0.06277579515673025,0.08318142516855043,0.06833605968206173,0.0678716432249691,0.058787307061469826,0.06849012189028798,0.06764814274891291,0.5658497123717485,0.3028696632716547,0.9444950353183588,-0.48111495215777866,-0.5650474855191031,0,186
ES12C1,15,1.5768946810156397,-0.8148598204865013,0.41383550117584966,1.3604378675695161,1.351115636566651,1.3480444635122841,1.4133377272391523,1.3526615617910969,1.347141322332437,-0.4405144219173884,-1.1631470072102759,-0.19983969355931008,-0.06285519603066154,0.13206363793208972,0.11810495752038891,0.11769537206707804,0.10901293045004254,0.11835612395936501,0.11735691544473813,0.5475607846957058,0.26932203751949746,0.9879747467852069,-0.47705433753584464,-0.5650201159204011,0,185
ES12C1,16,1.5998614860279214,-0.7846460129329554,0.41411699654611095,1.3231734475416483,1.319905930130524,1.31686383208864,1.3843760011403616,1.3215632480492634,1.3153476013280057,-0.45436916885536627,-1.1758770451873735,-0.2109775984880487,-0.06292662039339722,0.17965360099523764,0.16645154107335472,0.16599122967848837,0.15793547982773493,0.16674267412449234,0.16568120925226787,0.5292028997606901,0.23411284779235367,1.025246187212243,-0.472937121328818,-0.5649911356947454,0,184
ES12C1,17,0.891827709308134,-0.7672836056963929,0.41440581375540264,1.2979084119564102,1.2896769108756845,1.2862932564971976,1.3809011648235072,1.2910733795762919,1.2853878799835277,-0.5067203875214223,-1.1843626128512015,-0.23529899342624036,-0.06298814439232207,0.2261858082829039,0.21344722468700145,0.21299480207795524,0.23374761076813277,0.2137356719323493,0.21266179944381622,-0.11473433583425052,0.21331383879830568,1.054988333154498,-0.4687529117016562,-0.564960557777638,0,183
ES12C1,18,0.8375464713339902,-0.7439710244971955,0.4147035333319172,1.2764343960305486,1.260368340844915,1.2575584970674736,1.3559940090266722,1.2618041574760375,1.256040119511211,-0.49286089905471764,-1.1873905155002282,-0.2658313373466166,-0.06304440799631027,0.27142540399683757,0.2591697544569279,0.2587057273821931,0.27982725539588404,0.25941750154502763,0.25837516719648784,-0.1226375733744201,0.18960912593811913,1.0790681379179845,-0.46449856409956314,-0.5649280093340088,0,182
ES12C1,19,1.0227060199514926,-0.7240874866702013,0.4149993655317607,1.25180152124023,1.232088797305031,1.229433793469951,1.3559940090266722,1.2331433806446448,1.2273024369545253,-0.5529076188434084,-1.1953368764676002,-0.2981088376399972,-0.06309546787485697,0.3159600704426775,0.30366505545452604,0.30324161765893715,0.3250777042714711,0.3039284091680762,0.3028109910265947,-0.12793007036250548,0.16671689601929982,1.0999343514847957,-0.460182710672576,-0.5648940081926386,0,181
ES12C1,20,1.7539549860110282,-0.7106964639888592,0.41530268048452545,1.2202207130362175,1.204511397380994,1.2013090898724288,1.4023317005066112,1.2063135733723276,1.1997886761421617,-0.7530617709628024,-1.2013018723581097,-0.3079851125372805,-0.06314083136986286,0.35908451647898915,0.346942113752834,0.34656089921097866,0.36926220066671317,0.3472531297591268,0.34617217003486134,-0.141265156828528,0.1510048918030736,1.1266398545290408,-0.4557890659419726,-0.5648580255674316,0,180
ES12C1,21,1.3556157043171415,-0.6844743551604885,0.4156267194851719,1.2063267913189686,1.1778633680475807,1.1744082637160516,1.309076583561632,1.1794818881825138,1.1734988370741208,-0.5390481303767045,-1.188709066644168,-0.33494870197772536,-0.06318294280818959,0.40079910397911295,0.38906809170243417,0.3886703191789235,0.3988761262140918,0.38943565480697556,0.38822908497257247,0.13953263095378893,0.1323401990209662,1.1440738850142722,-0.4513325832054675,-0.5648193698381376,0,179
ES12C1,22,1.493539561648739,-0.6701209333268725,0.41594688603385976,1.1665356732215626,1.1518957523635762,1.148729432112449,1.2911208841953825,1.153262404096555,1.1472071150495498,-0.5883173553707254,-1.1863454700956515,-0.3522841983170694,-0.06322064598176347,0.4420436180093941,0.430046752272632,0.4296545457815901,0.4417575485984537,0.4303154777881218,0.42924206147509236,0.11283762863278973,0.1198570429694912,1.1643014970202812,-0.446799635896033,-0.5647789473687369,0,178
ES12C1,23,1.5010368993908088,-0.662871349438174,0.4162824249825066,1.1273747708089377,1.1266140215030678,1.1236606563410483,1.262738892081693,1.1282598105483197,1.1221393147693015,-0.6083360896527733,-1.1741992353752235,-0.3600213870138219,-0.06325356829732487,0.4814078381603042,0.469969520327608,0.4696194201092852,0.483572653700116,0.4703338985302839,0.46912483289731477,0.06747706926631336,0.11898271305529261,1.1866778438107497,-0.4421876809412256,-0.5647361385527288,0,177
ES12C1,24,1.3529615303747138,-0.6413225745687241,0.41662235502518963,1.1242178570546193,1.102304116631513,1.0992057021785915,1.245362926700545,1.1032590949175816,1.097681592404684,-0.569844359453421,-1.159555915887584,-0.37805905626090386,-0.0632860387221421,0.5201847378789161,0.5089140045268428,0.5085293202325779,0.5230187323105532,0.5093250336646931,0.5080944903907734,0.061840956385524365,0.10570291529411625,1.201526330208211,-0.43752072748141213,-0.5646910889132377,0,176
ES12C1,25,1.14759430463399,-0.6324700771596933,0.416956978240307,1.0907425115759886,1.0783899529281242,1.075360803848336,1.190916094616695,1.0800874709284216,1.0738358309122282,-0.5067203875214227,-1.1588880947866658,-0.3772181501968912,-0.06331534943950239,0.5580214906578426,0.5467953004086032,0.546384548992755,0.5609249801819293,0.5472146874521461,0.5459343047065567,0.06939646078313869,0.09759365897938566,1.2225681772989578,-0.4327572284968169,-0.5646440599791424,0,175
ES12C1,26,1.465920368286025,-0.6222395618025678,0.4173044614055418,1.0553726288227385,1.0553354915767,1.052739782959226,1.203657755710786,1.056915846939262,1.050602030291933,-0.6268090855700776,-1.1481687002961158,-0.3894861424910365,-0.06334210782848315,0.5939783114307385,0.5837543493106532,0.5833827065051194,0.6004896195576344,0.584136798942201,0.5829309003803418,-0.002671058162409252,0.09312922336673461,1.2367377468499805,-0.4279344958913688,-0.5645945771661152,0,174
ES12C1,27,1.5370093730095287,-0.599642197708134,0.41765922287535356,1.0200027460694896,1.032860454356295,1.0301168791817452,1.178752383710828,1.0343545461364612,1.0279801905437993,-0.646827819852125,-1.1364594833826693,-0.4023620865027654,-0.06336873559139787,0.6300523791660894,0.619752919101213,0.6194577655706511,0.6370924286157756,0.6201917990641237,0.6189112445595477,-0.005815662679130095,0.07733080168793456,1.2474849129086074,-0.42303212084870817,-0.5645421519335276,0,173
ES12C1,28,1.1628228410966175,-0.5894815253210556,0.4180181577181487,1.0244239814136455,1.0108855846930893,1.008105914124837,1.153845227913993,1.012401690602522,1.0059684287112967,-0.5698443594534213,-1.1275733862784116,-0.4002232316491586,-0.06339210677982464,0.6633067298290657,0.6547948620401166,0.6544418048841798,0.6735774065133584,0.6553075108604207,0.6538401461581237,-0.07009419456176709,0.07199527291685068,1.2641865249706041,-0.4180435448260435,-0.5644872574998154,0,172
ES12C1,29,1.029578547203024,-0.5830949842654135,0.41839039259781907,1.0130548126557954,0.9896677554828198,0.9867087706768726,1.1341521103893164,0.9910591582549411,0.9851805886231166,-0.5452121177207743,-1.1094953692358471,-0.42907022645627607,-0.0634128705436663,0.6967959362902926,0.6890057412964756,0.6886704770746225,0.7089957023258867,0.6894835726490259,0.688127654270844,-0.10519412777558451,0.07476823594982478,1.2683159504928043,-0.4129935694350095,-0.564429638215731,0,171
ES12C1,30,1.0588462114685029,-0.5766355846919632,0.41876274032038036,0.9795794671771643,0.9687755300930929,0.9659198001727388,1.1115621067360097,0.9703269490937187,0.9643908655784064,-0.5667671073101131,-1.100059278179862,-0.4317266583326932,-0.06343292693192787,0.7296974604458809,0.7223411321105909,0.7220429917652462,0.7435851671886059,0.7227199844299395,0.7215023140405561,-0.13503983848005838,0.07321798250422432,1.2792891459871418,-0.4078357267823827,-0.5643689702675159,0,170
ES12C1,31,0.9925207236590473,-0.5643687731543888,0.4191498039466743,0.9618945258005396,0.9486099811066826,0.9451327125569761,1.0883923690976018,0.9502031852013584,0.9448269472345482,-0.548289369864083,-1.0805009398518561,-0.4381684058148078,-0.06345187919427826,0.7622465199674221,0.7548832049825797,0.7545929457482968,0.7766348013122644,0.7552518395461177,0.7540503990661036,-0.13840297331014725,0.07105494043649352,1.2881342401964573,-0.40261866956748676,-0.5643049368751545,0,169
ES12C1,32,0.9362338604349018,-0.5583769735264194,0.4195312193002514,0.9536842159071462,0.9289526441171155,0.925567619493988,1.076228658191735,0.9306897444953565,0.9246491850619993,-0.5359708782333961,-1.0710600429432386,-0.45503617263146573,-0.06346957730024434,0.7940906502208692,0.7866144111077706,0.786320339023773,0.8093287531401196,0.7869874783120021,0.7858130690683598,-0.149750281793578,0.06993220500077435,1.2914398897790744,-0.3973192446361896,-0.5642384264137204,0,168
ES12C1,33,0.8940537122020265,-0.5554854144623728,0.4199205765844555,0.9315780391863652,0.9096547470209471,0.9066144651515725,1.0542183885235297,0.911786626975713,0.9056953446337727,-0.5313526292540702,-1.0623977843886303,-0.45721903473694187,-0.0634859073951371,0.8249946335346312,0.8175442421790522,0.8172313185394467,0.8414306307463458,0.817910857104678,0.8168071980396342,-0.16911212639283732,0.07139627532884366,1.2990966847724357,-0.3919165562886328,-0.5641684115001778,0,167
ES12C1,34,0.6068528331189048,-0.5428002170547844,0.4203246254968615,0.9082094859858847,0.8910370814826908,0.8882732495297296,0.999191822454578,0.8928835094560696,0.8873534650777071,-0.4420506772246792,-1.0439328105037267,-0.4824641095326594,-0.06350194659870884,0.8549584699087072,0.8477604602525821,0.8474684519806447,0.8722294343416918,0.8481311776848499,0.8469940541822538,-0.18057981081641272,0.06824143153772526,1.297172730412101,-0.3864572162266566,-0.5640938916375937,0,166
ES12C1,35,0.7575570392221538,-0.5379910037357226,0.42072466566209965,0.8785232150564907,0.8727038324924619,0.8699301510195158,0.9876078455338129,0.8751991603916467,0.8690097025651116,-0.4836244010960662,-1.03679702472389,-0.48637043326736196,-0.06351683716192798,0.885275132790172,0.8771967142324241,0.8769199908079595,0.9019619206543382,0.8775319250178122,0.8764127302415268,-0.16020904643828018,0.06710359501218778,1.3016713152376016,-0.3808853603349162,-0.5640165922457394,0,165
ES12C1,36,0.8330108019667309,-0.5289062400520996,0.4211478267259554,0.8759965169869534,0.8549971945121433,0.8521989912298746,0.9760238686130474,0.8569063660583617,0.8512779009246774,-0.45899215936341836,-1.0140562661640047,-0.5026711162712179,-0.06353050831000064,0.9142991840979032,0.9059507779050786,0.9057165128008597,0.9263642797629053,0.9063468506282988,0.905178751612903,-0.049809677710702396,0.0694563468430678,1.3007352819137468,-0.3752553314565298,-0.5639346423039321,0,164
ES12C1,37,0.7335293631142492,-0.5216241445738842,0.42156300997563667,0.8418909558235419,0.8376399895029804,0.8350797701608064,0.9377953177370197,0.839832340180297,0.834158060156404,-0.44051442191738777,-1.0040719623030643,-0.5200340911239214,-0.06354401706319973,0.9419130149961062,0.9339964117950948,0.9337018794410545,0.9557414485821032,0.9343418422639144,0.9332572904661381,-0.08261559825127583,0.06730860669874993,1.297815368344983,-0.3695232248769243,-0.5638489011034018,0,163
ES12C1,38,0.7652832887271304,-0.5184586265497101,0.42199436217261715,0.8254683909266171,0.8206781607078661,0.8179605490917381,0.9273690249895801,0.8227583143022323,0.8170382193881311,-0.4528329135480748,-0.9876939881364868,-0.520415509086425,-0.06355596417673476,0.9701145281999481,0.9613573685328167,0.9611514980619563,0.9844079824144047,0.9617180469713531,0.9606457569219998,-0.08623002639603326,0.07223167883936797,1.3010596174026408,-0.36369738324697304,-0.5637588420900554,0,162
ES12C1,39,0.4011491299437904,-0.5059430262405449,0.4224309994648526,0.8292574654758539,0.8043147596367616,0.8020652054638151,0.8862435879849223,0.8069030568793881,0.800530339492019,-0.33428047080671097,-0.9692462346188683,-0.5460227800674333,-0.06356829432436083,0.9969058209942613,0.9880945500098749,0.9878484361460319,1.0126006379879897,0.988457484605351,0.9874059328034469,-0.11113476802136536,0.06912802882094687,1.2931802658221625,-0.3578196826896586,-0.5636642088459929,0,161
ES12C1,40,0.515910932866642,-0.500971600045087,0.422870784100406,0.8008355161362982,0.7881272161676992,0.7861679789475212,0.8769767632076856,0.790439354187682,0.7846344204680681,-0.37893144682140617,-0.9576717528171446,-0.5524800892684424,-0.06357953497913399,1.023227040318732,1.0141414601971137,1.0138910704060022,1.0393720235877826,1.0144612595488045,1.0134104353551425,-0.11486957210626791,0.06994942040959161,1.291394161922139,-0.351808059016861,-0.5635645306287291,0,160
ES12C1,41,0.5815715991228916,-0.4999670286537492,0.42331188503866335,0.7900985081733669,0.7725149366718026,0.7702726353195983,0.8659707364751444,0.7745840967648379,0.7687366184875875,-0.375849453149372,-0.946540690576219,-0.5606349538869807,-0.06358982110296887,1.051193697724323,1.039607283724257,1.0393231647249856,1.0650770919048753,1.0399354105831276,1.038859379148723,-0.05753236574855149,0.07438386946766566,1.2886962069050452,-0.345745764145014,-0.5634614808629148,0,159
ES12C1,42,0.514972090345643,-0.49152531288445395,0.423774037449893,0.7806258218002743,0.7572913927938547,0.7555992862444499,0.8497524552673218,0.7599494857147105,0.754062738251429,-0.35583071886732354,-0.9255821545644002,-0.5813165614576832,-0.06359989589491026,1.0752821585353753,1.0644655921059893,1.0642296936492726,1.0898347685068905,1.0647160573410153,1.0638239613896385,-0.06670603749886825,0.07638728616893412,1.279479350276916,-0.339597775604762,-0.5633521459312563,0,158
ES12C1,43,0.5886530854060613,-0.48228455455234426,0.42424399668076246,0.7566231626947363,0.7422393061950251,0.7403139984487287,0.837588744361455,0.7447045514782249,0.7387768971431095,-0.38200869896471523,-0.9082337381663268,-0.5818248557363281,-0.06360977695978602,1.0991361254215175,1.088686972294204,1.088436428488845,1.1138814453196544,1.0890272407771227,1.0879681096557459,-0.06527430185559045,0.0758444191325197,1.2773155242489256,-0.3333125003077011,-0.5632363591639962,0,157
ES12C1,44,0.5716083496444033,-0.4683178289723474,0.42472197953714064,0.7433594566622674,0.7277811911573077,0.7256406493735802,0.8242673492822625,0.730680263614456,0.7241030169069511,-0.37893144682140645,-0.8858762640654625,-0.5969421563919466,-0.06361947521534278,1.1225196569644764,1.1123664582810808,1.1121734388240494,1.1378099261695058,1.1127364607708683,1.1116437478913646,-0.07183723305381813,0.07311686665683026,1.2676159291844102,-0.32699661744835695,-0.5631168228436044,0,156
ES12C1,45,0.6355799945255721,-0.461926350840084,0.4251978976346602,0.7218854407364055,0.7134583700486775,0.7115773561306337,0.8138410565348227,0.7160456525643287,0.710039214586424,-0.403563688554054,-0.8739888371838183,-0.6047114486469235,-0.06362847062097789,1.1454334769109331,1.1354344362265936,1.135192231168647,1.1611459679953733,1.135812209284925,1.13473320716742,-0.07576722372916234,0.07265555942434718,1.26180096712721,-0.3205339209577276,-0.5629904918271083,0,155
ES12C1,46,0.5023655696705316,-0.46172484049561135,0.4256922684993994,0.7218854407364055,0.6995315985575953,0.6975159457760578,0.7912510528815162,0.7020213647005599,0.6959772952224267,-0.34351696876536325,-0.8540249505264003,-0.6133178801290015,-0.0636359608267295,1.1679944703500018,1.1579685842038467,1.1577667520605517,1.1828236183169123,1.1583017753488427,1.157353795465352,-0.050570012820741424,0.08210517920279904,1.2539464502700306,-0.31399299735976627,-0.5628581902694297,0,154
ES12C1,47,0.6285041085810834,-0.45582269778713336,0.4261830265830129,0.6915689541222311,0.6859167231838132,0.6840645912536838,0.7837216462627064,0.688605522105653,0.6825254537740607,-0.3974044427387105,-0.8414612874793461,-0.6239360357665136,-0.063644122940145,1.189380822924475,1.1799765942687874,1.1797410289128714,1.2052119036253475,1.180281072778903,1.1793885657513552,-0.06783888472849163,0.08242873813598783,1.2448055302590464,-0.3073517726783386,-0.5627195050775,0,153
ES12C1,48,-0.11467880152634914,-0.26439765218514605,0.42701743903263495,0.6688306166065311,0.6685551472873703,0.6663334314640427,0.7159516353027866,0.6709211730412299,0.6647955350901562,-0.2726927541820031,-0.7177025821169258,-0.8391278108058048,-0.06366587719212392,1.1948727522293818,1.200760371059694,1.200589199815325,1.225823236664187,1.2015241637645724,1.200024798410145,-0.404814793784167,-0.045714071943322394,1.1637179403666587,-0.29928169303797836,-0.562491933859529,0,152
ES12C1,49,-0.7043979203841156,0.6715773432652259,0.4306716672774912,0.6789374088846813,0.6251926355156572,0.6241473175119446,0.6111125414370421,0.6264070167044896,0.6226060110851048,0.030618096904758595,0.36020591859899603,-2.8230302194753083,-0.06372354119222504,1.2158507751542764,1.2161427550557384,1.2158254291779915,1.2466716912335616,1.2171585379191057,1.2149018426309668,-0.3968645268842571,-0.5216295048416533,0.4044975671764248,-0.2814031292546199,-0.5615089635429613,0,151
ES12C1,50,-0.8593800056891497,1.2884002215782944,0.43773478006260064,0.6467244398857502,0.561613874188148,0.5617841717762855,0.42633972570551104,0.561160651206527,0.5645224510126321,0.44324015124550675,2.304915589525033,-6.203241307358529,-0.06371856613287256,1.2259294223598658,1.2257860846835014,1.2259133779184952,1.2348028843537522,1.2262016746174558,1.2239983137769317,0.09663887611288494,-0.4472963066468129,-1.0859913202694655,-0.252014875458313,-0.5536045868599452,0,150
ES12C1,51,-0.5914223000120442,1.3247152828745243,0.44561490957646,0.6385141299923567,0.49162909512104835,0.4908632983944632,0.19928378879599662,0.47883838191300315,0.4978770875994932,1.0267658669936737,3.5938258367461287,-8.175370740817607,-0.06367327855247513,1.2432744403511362,1.2316191023263452,1.2317975776255188,1.195727206535865,1.2320739446424296,1.230021217174189,1.3632343698751395,-0.014266608397404746,-2.3649061608316573,-0.21192985826525432,-0.5544033242808498,0,149
ES12C1,52,-0.6062550477464576,0.9229988305618998,0.4512138941016628,0.5740901371046324,0.4109670477629199,0.4107689928691629,0.14773384284077648,0.402615588648071,0.41166592288596626,1.0067471327116264,2.5927161816882887,-7.10751616000867,-0.06366164597632741,1.2436263358220567,1.2325554907125575,1.2327377504008286,1.1984591242910487,1.2331502400420908,1.2314017557082808,1.310065847448133,0.09548648942247126,-2.6495293842583716,-0.1506156231947756,-0.46283633499424814,0,148
ES12C1,53,-0.45533242638531973,0.5003786921797746,0.45683325345254844,0.4559811044022529,0.3426225624353097,0.3422921085928895,0.10892555797964741,0.33935042610890276,0.3389065996208055,0.8219934658949537,1.4084758080072453,-5.634960947999203,-0.06366106343557192,1.2431575027792605,1.2323750228991763,1.2326201383330933,1.203091204415784,1.2330132329680545,1.2312841373562402,1.1958194827833097,0.10024865092031905,-2.651118220565095,-0.07758971939093119,-0.4440041755203813,0,147
ES12C1,54,-0.3254896416410803,0.20004891797527508,0.4636361617210994,0.3827146408262162,0.28910633554798376,0.28910051211233734,0.1095052919647489,0.2885865603438519,0.2832671171239178,0.641853306528882,0.6625092761604373,-4.516005467794235,-0.06366028733774645,1.24409480794642,1.2322380484430069,1.2325028881486437,1.210929968562436,1.2328231804694125,1.2310762671118762,1.0416242879281168,0.10692720018492083,-2.6559497878400244,0.002043305097038294,0.23766525214388845,0,146
ES12C1,55,-0.16406974416459955,-0.0032657265787961634,0.47138465158334764,0.29807900849232966,0.24681920742387917,0.2463024594396665,0.09039012462829643,0.2471202641039108,0.2404675152032349,0.48635013042418435,0.1779497135852338,-3.6331282527616087,-0.06366051490937372,1.24221983669367,1.2321280746975232,1.2324674744635171,1.2131867542833468,1.2327785013071648,1.2309589591304366,0.9487243218719773,0.10448234958170263,-2.650269783606354,0.08745202055930028,0.2569025163079775,0,145
ES12C1,56,-0.04645549602198436,-0.14044067785293562,0.4800551211578209,0.24123510981321797,0.21305996927489404,0.21267595602210249,0.08228098402438525,0.21419098080300197,0.2068397945388497,0.36933868451883756,-0.11212943530998606,-2.965782422712233,-0.06365957104586849,1.2424540727558522,1.2320134401340694,1.2322676640131733,1.2173437023738096,1.2325647790472756,1.2309589591304366,0.8610096210662065,0.1127717236532095,-2.654535278954899,0.17775483295077654,0.6981354344203065,0,144
ES12C1,57,0.028595129706429245,-0.2287659692170607,0.48921419886944006,0.1919693602325809,0.18613521222852955,0.1857732469773545,0.07648899556400257,0.1873611735306847,0.18054807251427898,0.26464098871545155,-0.30386310529921445,-2.4434118766647024,-0.06365951080374474,1.240110268460307,1.2319439725282038,1.2322332319644327,1.22031263749482,1.2325434079642095,1.2309589591304366,0.7415721593558238,0.11309907195454456,-2.656765903170229,0.2708550818388878,1.276688223042094,0,143
ES12C1,58,0.07008457682420585,-0.28750483633223556,0.49873765563117006,0.15091586565547546,0.16434687325704378,0.1637641648088173,0.06374555067303425,0.16662896436946242,0.15914827155393751,0.19843976464014382,-0.4322564911146345,-2.0123254285480505,-0.06365963813769838,1.2375318671841482,1.2318733497777135,1.2321504138287238,1.2215006504642718,1.2324475425572479,1.2308416511489968,0.656677401575577,0.11170153956047944,-2.6514292754116338,0.3659596843582886,1.4869178722050043,0,142
